session_pitch,duration_s,stp_energy_j,mean_power_w,session,session_mass_kg
1783_3,0.044399999999999995,52.6040439849999,1184.7757654279258,1783,90.2664
1783_4,0.04170000000000007,51.497524469999895,1234.9526251798516,1783,90.2664
1783_5,0.04719999999999991,57.80415138000001,1224.6642241525449,1783,90.2664
1808_1,0.033399999999999874,39.44286185999984,1180.9240077844306,1808,98.4312
1808_2,0.027799999999999825,32.05725256499979,1153.13858147482,1808,98.4312
1808_3,0.025000000000000133,20.888274140000036,835.530965599997,1808,98.4312
1808_4,0.027800000000000047,27.82156901000022,1000.775863669071,1808,98.4312
1808_5,0.04170000000000007,25.091828780000128,601.7225127098342,1808,98.4312
1826_1,0.08330000000000015,71.17444780500023,854.4351477190888,1826,91.1736
1826_2,0.07220000000000004,65.14686549500001,902.3111564404429,1826,91.1736
1826_3,0.07499999999999973,62.44236305499969,832.5648407333322,1826,91.1736
1826_4,0.08050000000000002,79.42606525499986,986.6591957142837,1826,91.1736
1826_5,0.07499999999999996,65.94291066000002,879.2388088000008,1826,91.1736
1830_1,0.07220000000000004,67.88239566000013,940.1993858725774,1830,84.3696
1830_2,0.06949999999999967,58.850475009999734,846.7694246043167,1830,84.3696
1830_3,0.07230000000000003,70.10425641000013,969.630102489628,1830,84.3696
1830_4,0.05830000000000002,67.06456707000002,1150.3356272727274,1830,84.3696
1830_5,0.06400000000000006,58.97968573999994,921.5575896874982,1830,84.3696
1845_1,0.06110000000000004,78.90403216999997,1291.39168854337,1845,92.5344
1845_2,0.04720000000000002,71.4203406099999,1513.1428095338954,1845,92.5344
1845_3,0.0667000000000002,88.7448742350002,1330.5078595952014,1845,92.5344
2653_1,0.03870000000000018,44.09987033000038,1139.53153307494,2653,77.112
2653_2,0.033399999999999874,32.400425574999815,970.0726220059861,2653,77.112
2653_3,0.03059999999999996,35.109701319999914,1147.3758601307177,2653,77.112
2653_4,0.04170000000000007,35.551057429999894,852.54334364508,2653,77.112
2653_5,0.036000000000000254,48.578383095000326,1349.3995304166663,2653,77.112
2655_1,0.025000000000000133,12.172467305000085,486.8986922000008,2655,94.3488
2655_2,0.04999999999999982,28.845247139999856,576.9049427999992,2655,94.3488
2655_3,0.04170000000000007,22.87848493500008,548.6447226618715,2655,94.3488
2655_4,0.02499999999999991,8.226321204999918,329.05284819999787,2655,94.3488
2655_5,0.04719999999999991,25.875809924999995,548.2163119703399,2655,94.3488
2730_1,0.05559999999999987,73.45259503499999,1321.0898387589957,2730,89.8128
2730_2,0.06669999999999976,66.40291484999963,995.5459497751106,2730,89.8128
